max_positions,picks_per_day,sizing,total_return,annual_return,sharpe,sortino,calmar,max_dd,win_rate,avg_win,avg_loss,avg_trade,profit_factor,n_trades,final_value,trades_per_month,avg_positions,max_positions_used,pct_fully_invested,score
10,3,Tiered,370.52390345820817,47.3196203254395,1.3300205057273704,2.101828890925906,1.585178206552063,-29.851293772430093,52.11090107120353,7.70929526164577,-6.166342040801938,1.064377586875601,1.3604387246618233,1587,470523.9034582082,33.08786301369863,9.867529880478088,10,92.52988047808765,0.6441176470588236
14,1,Equal,138.55425184060275,24.29722867036659,1.3701404373784085,2.2220197924324605,1.8176632243112627,-13.367288475329714,51.9,8.466827621228118,-6.389880981325934,1.3207507833996195,1.4297174912265196,1000,238554.25184060275,20.84931506849315,6.161354581673307,7,0.0,0.5783088235294118
14,1,Prob,138.55425184060275,24.29722867036659,1.3701404373784085,2.2220197924324605,1.8176632243112627,-13.367288475329714,51.9,8.466827621228118,-6.389880981325934,1.3207507833996195,1.4297174912265196,1000,238554.25184060275,20.84931506849315,6.161354581673307,7,0.0,0.5783088235294118
14,1,Kelly,243.29754626637907,36.147414798046306,1.3519135613722584,2.1883491411559115,1.8387504073335448,-19.658684862218635,51.9,8.466923783583422,-6.389762138877975,1.3208578548794903,1.429760320756304,1000,343297.54626637907,20.84931506849315,6.161354581673307,7,0.0,0.5790441176470589
14,1,Tiered,138.55425184060275,24.29722867036659,1.3701404373784085,2.2220197924324605,1.8176632243112627,-13.367288475329714,51.9,8.466827621228118,-6.389880981325934,1.3207507833996195,1.4297174912265196,1000,238554.25184060275,20.84931506849315,6.161354581673307,7,0.0,0.5783088235294118
14,2,Equal,241.76794561863645,35.995401742866996,1.2412528737343103,1.9740973172694871,1.4958024100386382,-24.0642758036051,51.93759436336185,7.583814390482405,-6.097508927915609,1.0082412807339893,1.3440380881349716,1987,341767.94561863644,41.42758904109589,12.429282868525897,14,34.561752988047814,0.31323529411764706
14,2,Prob,243.1008925226212,36.12789966215257,1.2418949732087345,1.9771932728827946,1.4884332619519676,-24.272435040032338,51.93759436336185,7.583836303804316,-6.097502192162728,1.0082558993511062,1.344043456441958,1987,343100.8925226212,41.42758904109589,12.429282868525897,14,34.561752988047814,0.32941176470588235
14,2,Kelly,305.92250221353237,41.97601010804484,1.2365259184423298,2.0078309590125207,1.3497883451413148,-31.098216441963867,52.549246813441485,7.570973097247416,-6.217351850395285,1.0283090577808036,1.3485580404387314,1726,405922.50221353234,35.985917808219185,10.77988047808765,14,0.099601593625498,0.39044117647058824
14,2,Tiered,243.43522802113347,36.161072799991764,1.2268854914137317,1.9661261273566357,1.5140379755473783,-23.883861160693975,51.93759436336185,7.58383224526992,-6.09751295965025,1.0082486163324453,1.3440403637485465,1987,343435.22802113346,41.42758904109589,12.429282868525897,14,34.561752988047814,0.2838235294117647
14,3,Equal,289.5052846477881,40.51718919600012,1.2863837876059248,2.0143318517333215,1.5564089538771007,-26.032482719319727,52.66080518278575,7.3968777602729805,-6.044168129398522,1.033994861090219,1.3613773900511565,2161,389505.2846477881,45.0553698630137,13.544820717131474,14,77.68924302788844,0.47205882352941175
14,3,Prob,298.37960246701914,41.31135607928618,1.3019572257779748,2.036805302799224,1.5800307561393188,-26.145918944152225,52.66080518278575,7.396881379931328,-6.044170696623766,1.0339955519276902,1.3613774780033234,2161,398379.60246701917,45.0553698630137,13.544820717131474,14,77.68924302788844,0.5125
14,3,Kelly,315.4691439221155,42.80407746050472,1.2544315579067422,1.9994580324652935,1.4332924139728032,-29.86416242995404,51.64490861618799,7.613493728447099,-6.06566881424146,0.9989221803898644,1.3405734227007138,1915,415469.1439221155,39.92643835616439,11.958167330677291,14,11.45418326693227,0.39999999999999997
14,3,Tiered,334.95054876192034,44.45058090046972,1.352858418413443,2.1468516686858123,1.719153174552321,-25.856090986217644,52.66080518278575,7.394215697590377,-6.040134636142224,1.034502420677627,1.3617962200331981,2161,434950.5487619203,45.0553698630137,13.542828685258964,14,77.49003984063745,0.6544117647058825
